"Id";"UserId";"InvoiceId";"SessionType";"SessionId";"IntentId";"ClientId";"ExternalId";"JsText";"CreateDate"
"00ce20a6-31fa-41e0-96b6-53fb0bc45f44";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"01caaf9e-40b0-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1KZRRYPkrybZ8YKCCp4OdfUG7SObV4ffmEbcE2ejNpQkKQQONF4IdpfpB";"pi_3PlPWgDhgP60CL9x2AoiENbb";"pi_3PlPWgDhgP60CL9x2AoiENbb_secret_3dNL8Xd1Yg3OtKgBQIDyhJcrQ";"32CBC942AAED-HROU-01CAAF9E";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":70,""UnitPrice"":0.03,""Price"":2.10,""ReferenceId"":""01caaf9e-40b0-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-HROU-01CAAF9E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-08T06:08:42""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-0.21,""ReferenceId"":""01caaf9e-40b0-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-08T06:08:42""},{""LineId"":""2"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""State Discount"",""ItemCount"":1,""UnitPrice"":0.15,""Price"":-0.32,""ReferenceId"":""01caaf9e-40b0-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-08T06:08:42""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":0.13,""ReferenceId"":""01caaf9e-40b0-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-HROU-01CAAF9E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-08T06:08:42""}],""Description"":""Record Search : DENTON TX - 2024-07-02 to 2024-07-03 on 2024-07-13 00:36:56"",""ExternalId"":""32CBC942AAED-HROU-01CAAF9E"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-HROU-01CAAF9E""}";"2024-08-08 06:08:43"
"01fbbfbe-8560-4257-bc93-fc915e821d04";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"7180a103-5573-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1cCxKFiVQdOSMhZBBrepQO61FucNy4k57yKyZ9SdBe3hyRGEi6OUBtdtX";"pi_3PmLnYDhgP60CL9x31TNdOtJ";"pi_3PmLnYDhgP60CL9x31TNdOtJ_secret_mtn1PsOvHlnc6Y0wm7zxFOwUT";"32CBC942AAED-FLSE-7180A103";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":494,""UnitPrice"":0.03,""Price"":14.82,""ReferenceId"":""7180a103-5573-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-FLSE-7180A103"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T20:22:00""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-1.48,""ReferenceId"":""7180a103-5573-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T20:22:00""},{""LineId"":""2"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""State Discount"",""ItemCount"":1,""UnitPrice"":0.15,""Price"":-2.22,""ReferenceId"":""7180a103-5573-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T20:22:00""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":0.95,""ReferenceId"":""7180a103-5573-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-FLSE-7180A103"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T20:22:00""}],""Description"":""Record Search : TARRANT TX - 2024-08-01 to 2024-08-02 on 2024-08-08 10:46:18"",""ExternalId"":""32CBC942AAED-FLSE-7180A103"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-FLSE-7180A103""}";"2024-08-10 20:22:01"
"0486278f-a775-4628-a619-ce7f212f5572";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"7ac5a7c9-40b2-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1KTDiIR0iEp8HNtLrtSCsdawkHfDiRfKSJOxxA7R8QS9g27xzhe2nl0xt";"pi_3PmO3VDhgP60CL9x1oryFCJb";"pi_3PmO3VDhgP60CL9x1oryFCJb_secret_lLVsjj1QeWdJGo3l5yCPp4b6G";"32CBC942AAED-AIOT-7AC5A7C9";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":241,""UnitPrice"":0.03,""Price"":7.23,""ReferenceId"":""7ac5a7c9-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-AIOT-7AC5A7C9"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T22:46:37""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-0.72,""ReferenceId"":""7ac5a7c9-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T22:46:37""},{""LineId"":""2"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""State Discount"",""ItemCount"":1,""UnitPrice"":0.15,""Price"":-1.08,""ReferenceId"":""7ac5a7c9-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T22:46:37""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":0.46,""ReferenceId"":""7ac5a7c9-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-AIOT-7AC5A7C9"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-08-10T22:46:37""}],""Description"":""Record Search : DENTON TX - 2023-10-01 to 2023-10-07 on 2024-07-13 00:54:37"",""ExternalId"":""32CBC942AAED-AIOT-7AC5A7C9"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-AIOT-7AC5A7C9""}";"2024-08-10 22:46:38"
"05e49be3-b5bd-4c52-9596-bf98919baf36";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"897d15f0-46b2-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1oVlIZeuvYKmHfKrbqnU5h3kejsMStEs78Rss1bK7FxPkTg5kO5OfAgIC";"pi_3Peg2WDhgP60CL9x0fQYqkny";"pi_3Peg2WDhgP60CL9x0fQYqkny_secret_YzbyYeBambcRmfkWsSEBXJuCb";"32CBC942AAED-SNIE-897D15F0";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":305,""UnitPrice"":0.03,""Price"":9.15,""ReferenceId"":""897d15f0-46b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-SNIE-897D15F0"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-07-20T16:21:44""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-0.92,""ReferenceId"":""897d15f0-46b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-07-20T16:21:44""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":0.70,""ReferenceId"":""897d15f0-46b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-SNIE-897D15F0"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-07-20T16:21:44""}],""Description"":""Record Search : DENTON TX - 2024-07-08 to 2024-07-09 on 2024-07-20 16:10:09"",""ExternalId"":""32CBC942AAED-SNIE-897D15F0"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-SNIE-897D15F0""}";"2024-07-20 16:21:45"
"08386f48-0c0a-4ed8-b5cf-269d6b48581a";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"7b10201a-40b2-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1IlTvwRo0xWjwNRcEXB0dFB9W6SgjYA1eHkp9jS2hPq5Qle3zyzEs34yy";"pi_3PgJORDhgP60CL9x3hJMxWG7";"pi_3PgJORDhgP60CL9x3hJMxWG7_secret_5lUMGDv4lixiuUZnfgXyvbqyS";"32CBC942AAED-RIOW-7B10201A";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":780,""UnitPrice"":0.03,""Price"":23.40,""ReferenceId"":""7b10201a-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-RIOW-7B10201A"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-07-25T04:35:06""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":1.99,""ReferenceId"":""7b10201a-40b2-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-RIOW-7B10201A"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-07-25T04:35:06""}],""Description"":""Record Search : HARRIS TX - 2023-10-01 to 2023-10-07 on 2024-07-13 00:54:38"",""ExternalId"":""32CBC942AAED-RIOW-7B10201A"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-RIOW-7B10201A""}";"2024-07-25 04:35:07"
"083dcc4c-12b8-4966-aee6-2f2d004ce63d";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"662a1b38-72f7-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1wJOXdaUATtkIQZF46UL4Qz2gF8JdLVnTZkvMtPyUKBsVWiCVlNblUUQv";"pi_3Q1r74DhgP60CL9x09XqNKO7";"pi_3Q1r74DhgP60CL9x09XqNKO7_secret_stXpCJtVjC4h9wGdICZSaBKED";"32CBC942AAED-YOXA-662A1B38";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":9571,""UnitPrice"":0.03,""Price"":287.13,""ReferenceId"":""662a1b38-72f7-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-YOXA-662A1B38"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-09-22T14:50:13""},{""LineId"":""2"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""State Discount"",""ItemCount"":1,""UnitPrice"":0.15,""Price"":-43.07,""ReferenceId"":""662a1b38-72f7-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-09-22T14:50:13""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":20.75,""ReferenceId"":""662a1b38-72f7-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-YOXA-662A1B38"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-09-22T14:50:13""}],""Description"":""Record Search : HARRIS-JP TX - 2024-09-09 to 2024-09-13 on 2024-09-15 00:13:56"",""ExternalId"":""32CBC942AAED-YOXA-662A1B38"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-YOXA-662A1B38""}";"2024-09-22 14:50:14"
"093727de-25cd-42f6-bd64-3d75663033bf";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"3b07210e-33d1-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1D5XT43ANNcrt3B5aKjLNbtmGUyiTqa7jbmsVQ2RsaFvbqXephePTQFWU";"pi_3PWSd1DhgP60CL9x26XSF1WW";"pi_3PWSd1DhgP60CL9x26XSF1WW_secret_wWsYz963uDOobfXtOiLJRcTTk";"32CBC942AAED-DLVV-3B07210E";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":508,""UnitPrice"":0.03,""Price"":15.24,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-DLVV-3B07210E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:25:27""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-1.52,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:25:27""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":1.17,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-DLVV-3B07210E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:25:27""}],""Description"":""Record Search : TARRANT TX - 2024-06-24 to 2024-06-25 on 2024-06-26 15:32:00"",""ExternalId"":""32CBC942AAED-DLVV-3B07210E"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-DLVV-3B07210E""}";"2024-06-28 00:25:28"
"0c7d6ca0-b664-41c2-9f9b-2029d24fda5f";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"3b07210e-33d1-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1LBvs3CspgsZG97TBcTjyTasfsDVXak3BYlvpYtcGKrpNTTfeASmMZAmH";"pi_3PWSbxDhgP60CL9x23xykfPL";"pi_3PWSbxDhgP60CL9x23xykfPL_secret_O7gSkbSmOd4RvpqLYDziIt1Ip";"32CBC942AAED-EQTU-3B07210E";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":508,""UnitPrice"":0.03,""Price"":15.24,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-EQTU-3B07210E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:24:21""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-1.52,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:24:21""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":1.17,""ReferenceId"":""3b07210e-33d1-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-EQTU-3B07210E"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-28T00:24:21""}],""Description"":""Record Search : TARRANT TX - 2024-06-24 to 2024-06-25 on 2024-06-26 15:32:00"",""ExternalId"":""32CBC942AAED-EQTU-3B07210E"",""SuccessUrl"":""http://api.legallead.co/payment-result?sts=success&id=32CBC942AAED-EQTU-3B07210E""}";"2024-06-28 00:24:22"
"0e3fd370-9c97-4200-af2c-9ed47be19fb0";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"84460a7a-2e8e-11ef-99ce-0af7a01f52e9";"test";"cs_test_b1Ox4HmniNEAQnNySTEJJr6trsGQh8ulk9jEujWtl7s1VHN6JircQg7vk9";"pi_3PV9VdDhgP60CL9x2ZoUzbTb";"pi_3PV9VdDhgP60CL9x2ZoUzbTb_secret_rnzsfybcldcHH0R8ZZDiPqzSR";"32CBC942AAED-GHOB-84460A7A";"{""Data"":[{""LineId"":""0"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Search - Level: Platinum"",""ItemCount"":457,""UnitPrice"":0.03,""Price"":13.71,""ReferenceId"":""84460a7a-2e8e-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-GHOB-84460A7A"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-24T09:48:05""},{""LineId"":""1"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""County Discount"",""ItemCount"":1,""UnitPrice"":0.10,""Price"":-1.37,""ReferenceId"":""84460a7a-2e8e-11ef-99ce-0af7a01f52e9"",""ExternalId"":null,""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-24T09:48:05""},{""LineId"":""1000"",""UserId"":""cf35094a-ad64-41dd-9f2d-32cbc942aaed"",""ItemType"":""Sales Tax"",""ItemCount"":1,""UnitPrice"":0.09,""Price"":1.05,""ReferenceId"":""84460a7a-2e8e-11ef-99ce-0af7a01f52e9"",""ExternalId"":""32CBC942AAED-GHOB-84460A7A"",""PurchaseDate"":null,""IsDeleted"":false,""CreateDate"":""2024-06-24T09:48:05""}],""Description"":""Record Search : TARRANT TX - 2024-06-17 to 2024-06-18 on 2024-06-19 22:51:51"",""ExternalId"":""32CBC942AAED-GHOB-84460A7A"",""SuccessUrl"":""https://localhost:44345/payment-result?sts=success&id=32CBC942AAED-GHOB-84460A7A""}";"2024-06-24 09:48:43"
"0eca36c4-d5e2-11ee-be26-0af7a01f52e9";"cf35094a-ad64-41dd-9f2d-32cbc942aaed";"17a6b38c-c5d4-11ee-be26-0af7a01f52e9";"none";"none";"none";"none";"32CBC942AAED-BYPE-17A6B38C";"{""Data"": [{""Price"": 0.00, ""LineId"": 0, ""UserId"": ""cf35094a-ad64-41dd-9f2d-32cbc942aaed"", ""ItemType"": ""Search - Level: Guest"", ""ItemCount"": 15, ""UnitPrice"": 0.00, ""CreateDate"": ""2024-02-12 19:55:44.000000"", ""ExternalId"": ""32CBC942AAED-BYPE-17A6B38C"", ""ReferenceId"": ""17a6b38c-c5d4-11ee-be26-0af7a01f52e9"", ""PurchaseDate"": ""2024-02-12 19:55:44.000000""}, {""Price"": 0.00, ""LineId"": 1, ""UserId"": ""cf35094a-ad64-41dd-9f2d-32cbc942aaed"", ""ItemType"": ""County Discount"", ""ItemCount"": 1, ""UnitPrice"": 0.10, ""CreateDate"": ""2024-02-12 19:55:44.000000"", ""ExternalId"": ""32CBC942AAED-BYPE-17A6B38C"", ""ReferenceId"": ""17a6b38c-c5d4-11ee-be26-0af7a01f52e9"", ""PurchaseDate"": ""2024-02-12 19:55:44.000000""}, {""Price"": 0.00, ""LineId"": 2, ""UserId"": ""cf35094a-ad64-41dd-9f2d-32cbc942aaed"", ""ItemType"": ""State Discount"", ""ItemCount"": 1, ""UnitPrice"": 0.15, ""CreateDate"": ""2024-02-12 19:55:44.000000"", ""ExternalId"": ""32CBC942AAED-BYPE-17A6B38C"", ""ReferenceId"": ""17a6b38c-c5d4-11ee-be26-0af7a01f52e9"", ""PurchaseDate"": ""2024-02-12 19:55:44.000000""}], ""ExternalId"": ""32CBC942AAED-BYPE-17A6B38C"", ""SuccessUrl"": ""{0}/payment-result?sts=success&id=32CBC942AAED-BYPE-17A6B38C"", ""Description"": ""Record Search : DENTON TX - 2023-10-01 to 2023-10-07 on 2024-02-07 16:15:21""}";"2024-02-28 02:35:38"
